Document ID,Metadata,Content
f2120987-841a-4c8e-8acc-40fd3a555af1,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",Metrics and targets
df8222be-9822-454d-a1c1-bdc0bf57888a,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",Disclosure Requirement E1-4 – Targets related to climate change mitigation and adaptation
8302d644-98ad-437e-b735-2d5bc3d1b265,"{'paragraph_num': '30.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall disclose the climate-related targets it has set.
a710ab9a-a630-4b82-ae9b-ebccc2dbcd61,"{'paragraph_num': '31.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The objective of this Disclosure Requirement is to enable an understanding of the targets the undertaking has set to support its climate change mitigation and adaptation policies and address its material climate-related impacts, risks and opportunities."
997c7287-9e0e-4033-b524-112b66a1749f,"{'paragraph_num': '32.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The disclosure of the targets required in paragraph 30 shall contain the information required in ESRS 2 MDR-T Tracking effectiveness of policies and actions through targets .
0f52d4c8-be99-497f-9de4-0a1b7f68ae84,"{'paragraph_num': '33.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","For the disclosure required by paragraph 30, the undertaking shall disclose whether and how it has set GHG emissions reduction targets and/or any other targets to manage material climate-related impacts, risks and opportunities , for example, renewable energy deployment, energy efficiency, climate change adaptation , and physical or transition risk mitigation."
99b3b303-6b33-4728-be01-9bb8952c857e,"{'paragraph_num': '34.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","If the undertaking has set GHG emission reduction targets ( 39 ) , ESRS 2 MDR-T and the following requirements shall apply: (a) GHG emission reduction targets shall be disclosed in absolute value (either in tonnes of CO2eq or as a percentage of the emissions of a base year) and, where relevant, in intensity value; (b) GHG emission reduction targets shall be disclosed for Scope 1, 2 , and 3 GHG emissions, either separately or combined. The undertaking shall specify, in case of combined GHG emission reduction targets , which GHG emission  Scopes (1, 2 and/or 3) are covered by the target, the share related  to each respective GHG emission Scope and which GHGs are covered. The  undertaking shall explain how the consistency of these targets with its  GHG inventory boundaries is ensured (as required by Disclosure  Requirement E1-6). The GHG emission reduction targets shall be gross  targets, meaning that the undertaking shall not include GHG removals, carbon credits or avoided emissions as a means of achieving the GHG emission reduction targets; (c) the undertaking  shall disclose its current base year and baseline value, and from 2030  onwards, update the base year for its GHG emission reduction targets  after every five-year period thereafter. The undertaking may disclose  the past progress made in meeting its targets before its current base  year provided that this information is consistent with the requirements  of this Standard; (d) GHG emission  reduction targets shall at least include target values for the year 2030  and, if available, for the year 2050. From 2030, target values shall be  set after every 5-year period thereafter; (e) the undertaking  shall state whether the GHG emission reduction targets are science-  based and compatible with limiting global warming to 1.5°C. The  undertaking shall state which framework and methodology has been used to  determine these targets including whether they are derived using a sectoral decarbonisation pathway and what the underlying climate and policy scenarios are and whether the  targets have been externally assured. As part of the critical  assumptions for setting GHG emission reduction targets, the undertaking  shall briefly explain how it has considered future developments (e.g.,  changes in sales volumes, shifts in customer preferences and demand,  regulatory factors, and new technologies) and how these will potentially  impact both its GHG emissions and emissions reductions; and (f) the undertaking shall describe the expected decarbonisation levers and their overall  quantitative contributions to achieve the GHG emission reduction targets  (e.g., energy or material efficiency and consumption reduction, fuel  switching, use of renewable energy , phase out or substitution of product and process)."
8923366c-9978-42bf-a15f-df526130f93d,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",Disclosure Requirement E1-5 – Energy consumption and mix
ec2f6cf1-8865-455c-9ccb-ee466095ff7b,"{'paragraph_num': '35.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall provide information on its energy consumption and mix.
aefd70b7-3f60-48af-a780-7bf71258ee6f,"{'paragraph_num': '36.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The objective of this Disclosure  Requirement is to provide an understanding of the undertaking’s total  energy consumption in absolute value, improvement in energy efficiency,  exposure to coal, oil and gas-related activities, and the share of renewable energy in its overall energy mix."
6ae160f5-5e3c-4aa2-9259-c15ebcf0d278,"{'paragraph_num': '37.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The disclosure required by paragraph 35  shall include the total energy consumption in MWh related to own  operations disaggregated by: (a) total energy consumption from fossil sources ( 40 ) ; (b) total energy consumption from nuclear sources; (c) total energy consumption from renewable sources disaggregated by: i. fuel consumption for renewable sources including biomass (also comprising industrial and municipal waste of biologic origin), biofuels, biogas, hydrogen from renewable sources ( 41 ) , etc.; ii. consumption of purchased or acquired electricity, heat, steam, and cooling from renewable sources; and iii. consumption of self-generated non-fuel renewable energy."
33bfe1ba-bc8a-4a17-ba05-4993ac0d4ef6,"{'paragraph_num': '38.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The undertaking with operations in high climate impact sectors ( 42 ) shall further disaggregate their total energy consumption from fossil sources by: (a) fuel consumption from coal and coal products; (b) fuel consumption from crude oil and petroleum products; (c) fuel consumption from natural gas; (d) fuel consumption from other fossil sources; (e) consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources;"
c72ba863-a588-4381-8a55-55d5922aeb58,"{'paragraph_num': '39.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","In addition, where applicable, the undertaking shall disaggregate and disclose separately its non-renewable energy production and renewable energy production in MWh. ( 43 )"
88683fb7-017f-4cee-9c89-fe237640a6b3,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",Energy intensity based on net revenue
fc6ae9cf-2407-4f17-b034-271932b75189,"{'paragraph_num': '40.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall provide information  on the energy intensity (total energy consumption per net revenue)  associated with activities in high climate impact sectors .
7a5e18d3-cb0c-44bf-b627-82bd128e8cbd,"{'paragraph_num': '41.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The disclosure on energy intensity  required by paragraph 40 shall only be derived from the total energy  consumption and net revenue from activities in high climate impact sectors .
0674a2d3-a355-4510-b5b4-db6ab32c90e7,"{'paragraph_num': '42.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall specify the high climate impact sectors that are used to determine the energy intensity required by paragraph 40.
726fa0e5-5c76-4886-a240-0496a090a4b1,"{'paragraph_num': '43.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall disclose the  reconciliation to the relevant line item or notes in the financial  statements of the net revenue amount from activities in high climate impact sectors (the denominator in the calculation of the energy intensity required by paragraph 40).
28774145-2ece-4e8a-b34b-882b2c4a3844,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","Disclosure Requirement E1-6 – Gross Scopes 1, 2, 3 and Total GHG emissions"
cde4aa66-f96e-4e08-9094-f63bd68c8d5c,"{'paragraph_num': '44.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall disclose in metric tonnes of CO2eq its ( 45 ) : (a) gross Scope 1 GHG emissions; (b) gross Scope 2 GHG emissions; (c) gross Scope 3 GHG emissions; and (d) total GHG emissions.
97959e34-31b8-4516-8557-a52df195d71b,"{'paragraph_num': '45.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The objective of the Disclosure Requirement in paragraph 44 in respect of: (a) gross Scope 1 GHG emissions as required by paragraph  44 (a) is to provide an understanding of the direct impacts of the  undertaking on climate change and the proportion of its total GHG  emissions that are regulated under emission trading schemes. (b) gross Scope 2 GHG emissions as required by paragraph  44 (b) is to provide an understanding of the indirect impacts on climate  change caused by the undertaking’s consumed energy whether externally  purchased or acquired. (c) gross Scope 3 GHG emissions as required by paragraph  44 (c) is to provide an understanding of the GHG emissions that occur in  the undertaking’s upstream and downstream value chain beyond its Scope 1  and 2 GHG emissions. For many undertakings, Scope 3 GHG emissions  may be the main component of their GHG inventory and are an important  driver of the undertaking’s transition risks . (d) total GHG emissions as required by paragraph  44 (d) is to provide an overall understanding of the undertaking’s GHG  emissions and whether they occur from its own operations or the usptream  and downstream value chain. This disclosure is a prerequisite for  measuring progress towards reducing GHG emissions in accordance with the  undertaking’s climate-related targets and EU policy goals. The information from this Disclosure Requirement is also needed to understand the undertaking’s climate-related transition risks."
bf74c209-df6b-4d22-ba62-1874850657c4,"{'paragraph_num': '46.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","When disclosing the information on GHG emissions required under paragraph 44, the  undertaking shall refer to ESRS 1 paragraphs from 62 to 67. In  principle, the data on GHG emissions of its associates or joint ventures  that are part of the undertaking’s upstream and downstream value chain  (ESRS 1 Paragraph 67) are not limited to the share of equity held.  For its associates, joint ventures, unconsolidated subsidiaries  (investment entities) and contractual arrangements that are joint  arrangements not structured through an entity (i.e., jointly controlled  operations and assets), the undertaking shall include the GHG emissions  in accordance with the extent of the undertaking’s operational control over them."
660986b1-dcd1-43e9-8fb8-307c0be97401,"{'paragraph_num': '47.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","In case of significant changes in the definition of what constitutes the reporting undertaking and its upstream and downstream value chain , the undertaking shall disclose these changes and explain their effect on the year-to-year comparability of its reported GHG emissions (i.e., the effect on the comparability of current versus previous reporting period GHG emissions)."
7ca24646-a231-4985-90b2-ba53c130feec,"{'paragraph_num': '48.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The disclosure on gross Scope 1 GHG emissions required by paragraph 44 (a) shall include: (a) the gross Scope 1 GHG emissions in metric tonnes of CO2eq; and (b) the percentage of Scope 1 GHG emissions from regulated emission trading schemes.
56e1c0d8-7bc2-4c5d-8a2b-ba9e7edcd72f,"{'paragraph_num': '49.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The disclosure on gross Scope 2 GHG emissions required by paragraph 44 (b) shall include: (a) the gross location-based Scope 2 GHG emissions in metric tonnes of CO2eq; and (b) the gross market-based Scope 2 GHG emissions in metric tonnes of CO2eq.
9cd5dee4-f7a6-4e22-8586-3d4068c2ef92,"{'paragraph_num': '50.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","For Scope 1 and Scope 2 emissions disclosed as required by paragraphs  44 (a) and (b) the undertaking shall disaggregate the information,  separately disclosing emissions from: (a) the consolidated accounting group (the parent and subsidiaries); and (b) investees such  as associates, joint ventures, or unconsolidated subsidiaries that are  not fully consolidated in the financial statements of the consolidated  accounting group, as well as contractual arrangements that are joint  arrangements not structured through an entity (i.e., jointly controlled  operations and assets), for which it has operational control."
1abbc1a8-e79e-4ddb-a625-b27a6fd1e96c,"{'paragraph_num': '51.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The disclosure of gross Scope 3 GHG emissions required by paragraph 44 (c) shall include GHG emissions in metric tonnes of CO2eq from each significant Scope 3 category (i.e. each Scope 3 category that is a priority for the undertaking) .
ffbc834f-7d16-4e5b-a495-bf069ee9a1ca,"{'paragraph_num': '52.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The disclosure of total GHG emissions required by paragraph 44 (d) shall be the sum of Scope 1, 2 and 3 GHG emissions required by paragraphs 44 (a) to (c).  The total GHG emissions shall be disclosed with a disaggregation that  makes a distinction of: (a) the total GHG emissions derived from the underlying Scope 2 GHG emissions being measured using the location-based method; and (b) the total GHG emissions derived from the underlying Scope 2 GHG emissions being measured using the market-based method."
e664176e-de7d-41bb-b8b9-06cce5a5b4a4,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",GHG Intensity based on net revenue
40094787-53da-4791-a435-2689f62176c1,"{'paragraph_num': '53.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall disclose its GHG emissions intensity (total GHG emissions per net revenue).
94a3bcaa-f2a9-453a-abc2-b8367dbda44c,"{'paragraph_num': '54.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The disclosure on GHG intensity required by paragraph 53 shall provide the total GHG emissions in metric tonnes of CO2eq (required by paragraph 44 (d)) per net revenue.
cdff1c51-8fdd-41c9-a1bf-87ca5412355d,"{'paragraph_num': '55.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall disclose the  reconciliation to the relevant line item or notes in the financial  statements of the net revenue amounts (the denominator in the  calculation of the GHG emissions intensity required by paragraph 53).
f8e1a794-31fd-4b2f-a0c9-d6b905fb50c7,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",Disclosure Requirement E1-7 – GHG removals and GHG mitigation projects financed through carbon credits
946ed43e-cdc4-462d-ad38-f19c468ebfa1,"{'paragraph_num': '56.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The undertaking shall disclose: (a) GHG  removals and storage in metric tonnes of CO2eq resulting from projects  it may have developed in its own operations, or contributed to in its  upstream and downstream value chain; and (b) the amount  of GHG emission reductions or removals from climate change mitigation  projects outside its value chain it has financed or intends to finance  through any purchase of carbon credits."
3225edf2-61c8-47a5-90eb-e0aa27ef9391,"{'paragraph_num': '57.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The objective of this Disclosure Requirement is: (a) to provide an understanding of the undertaking’s actions to permanently remove or actively support the removal of GHG from the atmosphere, potentially for achieving net-zero targets (as stated in paragraph 60). (b) to provide an understanding of the extent and quality of carbon credits the undertaking has  purchased or intends to purchase from the voluntary market, potentially  for supporting its GHG neutrality claims (as stated in paragraph 61)."
727d57fc-91cf-4f1c-b809-d299cf99cf93,"{'paragraph_num': '58.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The disclosure on GHG removals and storage required by paragraph 56 (a) shall include, if applicable: (a) the total  amount of GHG removals and storage in metric tonnes of CO2eq  disaggregated and separately disclosed for the amount related to the  undertaking’s own operations and its upstream and downstream value  chain, and broken down by removal activity; and (b) the calculation assumptions, methodologies and frameworks applied by the undertaking."
80988f6f-0b87-498e-b395-eb227cf90b8e,"{'paragraph_num': '59.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The disclosure on carbon credits required by paragraph 56 (b) shall include, if applicable: (a) the total amount of carbon credits outside the undertaking’s value chain in metric tonnes of CO2eq that are verified against recognised quality standards and cancelled in the reporting period; and (b) the total  amount of carbon credits outside the undertaking’s value chain in metric  tonnes of CO2eq planned to be cancelled in the future and whether they  are based on existing contractual agreements or not."
9f2ccffa-9268-4fbc-a09a-925553bb272f,"{'paragraph_num': '60.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","In the case where the undertaking discloses a net-zero target in addition to the gross GHG emission reduction targets in accordance with Disclosure  Requirement E1-4, paragraph 30, it shall explain the scope,  methodologies and frameworks applied and how the residual GHG emissions (after approximately 90-95% of GHG  emission reduction with the possibility for justified sectoral  variations in line with a recognised sectoral decarbonisation pathway)  are intended to be neutralised by, for example, GHG removals in its own  operations and upstream and downstream value chain."
37f1a5b1-97ad-4a4e-90e3-28aa1ec559f6,"{'paragraph_num': '61.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","In the case where the undertaking may have made public claims of GHG neutrality that involve the use of carbon credits , it shall explain: (a) whether and how these claims are accompanied by GHG emission reduction targets as required by Disclosure requirement ESRS E1-4; (b) whether and how  these claims and the reliance on carbon credits neither impede nor  reduce the achievement of its GHG emission reduction targets ( 47 ) , or, if applicable, its net zero target; and (c) the credibility and integrity of the carbon credits used, including by reference to recognised quality standards."
718d356d-5acb-4c55-bb87-11706a006da0,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",Disclosure Requirement E1-8 – Internal carbon pricing
94137dfb-1043-4a6c-b086-28acff72be9c,"{'paragraph_num': '62.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The undertaking shall disclose whether it applies internal carbon pricing schemes , and if so, how they support its decision making and incentivise the implementation of climate-related policies and targets ."
baa45b42-45eb-473f-9cda-44a98331acf6,"{'paragraph_num': '63.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The information required in paragraph 62 shall include: (a) the type of  internal carbon pricing scheme, for example, the shadow prices applied  for CapEX or research and development (R&D) investment decision  making, internal carbon fees or internal carbon funds; (b) the specific scope of application of the carbon pricing schemes (activities, geographies, entities, etc.); (c) the carbon  prices applied according to the type of scheme and critical assumptions  made to determine the prices, including the source of the applied carbon  prices and why these are deemed relevant for their chosen application.  The undertaking may disclose the calculation methodology of the carbon  prices including the extent to which these have been set using  scientific guidance and how their future development is related to  science-based carbon pricing trajectories; and (d) the current  year approximate gross GHG emission volumes by Scopes 1, 2 and, where  applicable, Scope 3 in metric tonnes of CO2eq covered by these schemes,  as well as their share of the undertaking’s overall GHG emissions for each respective Scope."
b477bf20-32dd-496e-8578-b7ae0ad337a8,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","Disclosure Requirement E1-9 – 
Anticipated financial effects from material physical and transition 
risks and potential climate-related opportunities"
8db5debe-e18b-4c25-81c6-86998aef186b,"{'paragraph_num': '64.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",The undertaking shall disclose its: (a) anticipated financial effects from material physical risks ; (b) anticipated financial effects from material transition risks ; and (c) potential to benefit from material climate-related opportunities .
ff8d5d37-85c9-42a5-8b2d-8ee2486dad1b,"{'paragraph_num': '65.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The information required by paragraph 64 is in addition to the information on current financial effects required under ESRS 2 SBM-3 para 48 (d). The objective of this Disclosure Requirement related to: (a) anticipated financial effects due to material physical risk s and transition risks is to provide an  understanding of how these risks have (or could reasonably be expected  to have) a material influence on the undertaking’s financial position,  financial performance and cash flows, over the short-, medium- and long-  term. The results of scenario analysis used to conduct  resilience analysis as required under paragraphs AR 10 to AR 13 should  inform the assessment of anticipated financial effects from material  physical and transition risks. (b) potential to pursue material climate-related opportunities is to enable an  understanding of how the undertaking may financially benefit from  material climate- related opportunities. This disclosure is  complementary to the key performance indicators to be disclosed in  accordance with Commission Delegated Regulation (EU) 2021/2178."
1ee4820f-816c-483f-ba75-4bd129afc98c,"{'paragraph_num': '66.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The disclosure of anticipated financial effects from material physical risks required by paragraph 64 (a) shall include ( 48 ) : (a) the monetary  amount and proportion (percentage) of assets at material physical risk  over the short-, medium- and long-term before considering climate change adaptation actions ; with the monetary amounts of these assets disaggregated by acute and chronic physical risk ( 49 ) ; (b) the proportion of assets at material physical risk addressed by the climate change adaptation actions ; (c) the location of significant assets at material physical risk ( 50 ) ; and (d) the monetary  amount and proportion (percentage) of net revenue from its business  activities at material physical risk over the short-, medium- and  long-term."
b4d0943c-a399-4029-918d-fb2c314fe141,"{'paragraph_num': '67.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The disclosure of anticipated financial effects from material transition risks required by paragraph 64 (b) shall include: (a) the monetary  amount and proportion (percentage) of assets at material transition risk  over the short-, medium- and long-term before considering climate mitigation actions ; (b) the proportion of assets at material transition risk addressed by the climate change mitigation actions ; (c) a breakdown of the carrying value of the undertaking’s real estate assets by energy-efficiency classes ( 51 ) ; (d) liabilities that may have to be recognised in financial statements over the short-, medium- and long-term; and (e) the monetary  amount and proportion (percentage) of net revenue from its business  activities at material transition risk over the short-, medium- and  long-term including, where relevant, the net revenue from the  undertaking’s customers operating in coal, oil and gas-related  activities."
6ee92331-787c-45d7-9d28-a920fa1fc767,"{'paragraph_num': '68.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}","The undertaking shall disclose reconciliations to the relevant line items or notes in the financial statements of the following: (a) significant amounts of the assets and net revenue at material physical risk (as required by paragraph 66); (b) significant amounts of the assets, liabilities, and net revenue at material transition risk (as required by paragraph 67)."
6163e6bf-7e4e-47ec-8c39-c0d6dfaaa2c3,"{'paragraph_num': '69.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",For the disclosure of the potential to pursue climate-related opportunities required by paragraph 64 (c) the undertaking shall consider ( 52 ) : (a) its expected cost savings from climate change mitigation and adaptation actions ; and (b) the potential  market size or expected changes to net revenue from low-carbon products  and services or adaptation solutions to which the undertaking has or may  have access.
5f45625c-b6ff-4d69-bb10-9eb397f50888,"{'paragraph_num': '70.', 'type': 'paragraph', 'location_chapter': 'ESRS E1', 'location_section': '', 'location_subsection': ''}",A quantification of the financial effects that arise from opportunities is not required if such a disclosure  does not meet the qualitative characteristics of useful information  included under ESRS 1 Appendix B Qualitative characteristics of information .
1c413949-b93b-4468-84fc-6338ca034a0e,"{'type': 'title_chapter', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': ''}",ESRS E2
b1bdcf5c-1213-49c6-9039-12de9a339a22,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': ''}",POLLUTION
05d8eaaf-b1b4-41dc-af28-5578e83b3eda,"{'title_num': 'TABLE OF CONTENTS', 'type': 'title_subsection', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
dddf447c-ef96-4317-9070-8dd14b72a031,"{'paragraph_num': 'Objective', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
f377552d-d8d8-4184-bc61-adcd8748d126,"{'paragraph_num': 'Interaction with other ESRS', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
b55a79ff-8717-4aa9-b034-36eac8f7f241,"{'paragraph_num': 'Disclosure Requirements', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
b4d43968-1efc-4248-87c1-4b2ce4032821,"{'paragraph_num': '–', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",ESRS 2 General disclosures
b35a6d32-12e9-4afe-ab1c-766407fc0a67,"{'paragraph_num': 'Impact, risk and opportunity management', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
6d43413b-f834-4d99-ab5b-ed0e9630a667,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement related to  ESRS 2 IRO-1 – Description of the processes to identify and assess  material pollution-related impacts, risks and opportunities"
fc59b5d8-d44d-471a-91e0-17fe09fae567,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement E2-1 – Policies related to pollution
2d6704e8-aad8-4ba8-859c-e42468a5ac9d,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement E2-2 – Actions and resources related to pollution
82a791ae-4ec8-4a7e-8e2b-62281824cc01,"{'paragraph_num': 'Metrics and targets', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
71b902d6-a816-4123-b337-df51ead88c4c,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement E2-3 – Targets related to pollution
ce95cc17-72d6-4b67-9417-08b936955b95,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement E2-4 – Pollution of air, water and soil"
fd6d2601-47f0-4ecb-a3f7-d0d3850cade7,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement E2-5 – Substances of concern and substances of very high concern
34cb7eaa-1229-43ba-b376-b18dc3356d80,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement E2-6 – Anticipated financial effects from pollution-related impacts, risks and opportunities"
421df412-57c4-4934-8e69-cc3718e17695,"{'paragraph_num': 'Appendix A:', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Application Requirements
af15aa7d-49c2-48c4-a28e-c6c6e5ebc597,"{'paragraph_num': '–', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",ESRS 2 General disclosures
080fd4bb-589a-4b81-a6a3-05ffdad124e3,"{'paragraph_num': 'Impact, risk and opportunity management', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
1ab5847a-61cd-4e62-9e82-aac6a64d1fb2,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement E2-1 – Policies related to pollution
17b40778-d7c9-41b8-9fe4-0ecf1a500763,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement E2-2 – Actions and resources related to pollution
e041c009-9963-4ade-8708-0d920991a75e,"{'paragraph_num': 'Metrics and targets', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
d9414c96-d9d2-464d-8118-2bd924fd2c98,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement E2-3 – Targets related to pollution
e0e41edd-65fe-4aec-8f80-6e26c288a093,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS E2', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement E2-4 – Pollution of air, water and soil"
