Timestamp,Query,Metadata,Content,Answer
2025-06-23 12:30:18,Which reporting format is required for EU tax documents under this regulation?,{'label': 'pretext_9'},"An ultimate parent undertaking or standalone undertaking that is not governed by the law of a Member State and which makes accessible to the public a report in compliance with Article 48b(6) of Directive 2013/34/EU is not under an obligation to use the template and electronic formats set out in this Regulation. For the purposes of complying with Article 48b(6), an ultimate parent undertaking or standalone undertaking not governed by the law of a Member State should make its report accessible in a machine-readable format and identify therein a single subsidiary or branch governed by the law of a Member State that has published a report in that Member State. However, there is no impediment for an ultimate parent undertaking or standalone undertaking that is not governed by the law of a Member State and its identified single subsidiary or branch governed by the law of a Member State to draw up the report in accordance with the template and electronic formats laid down by this Regulation.","The reporting format required for EU tax documents under this regulation is the XHTML format with the embedding of markups using the Inline XBRL specifications. This is in accordance with the applicable XBRL specifications set out in Annex II of the regulation. 

Sources: art_4, pretext_5, art_2."
2025-06-23 12:30:18,Which reporting format is required for EU tax documents under this regulation?,{'label': 'pretext_7'},"The use of XBRL markup language involves the application of a taxonomy to convert human-readable information to machine-readable information. In order to ensure the comparability and usability of data disclosed in the report on income tax information and presented using the common template and electronic reporting formats, such common taxonomy should specify the data elements to be marked up, having regards to other EU legislation related to country-by-country reporting. The hierarchy of elements and their appropriate data type has been made available to undertakings in a simple human-readable form in this Regulation. An undertaking should ensure that all the information required by the Directive and disclosed in the report is marked up, where it corresponds to elements set out in the core taxonomy.","The reporting format required for EU tax documents under this regulation is the XHTML format with the embedding of markups using the Inline XBRL specifications. This is in accordance with the applicable XBRL specifications set out in Annex II of the regulation. 

Sources: art_4, pretext_5, art_2."
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_1'},"Pursuant to Article 48b(1) of Directive 2013/34/EU, Member States are to require undertakings to draw up, publish and make accessible a report on income tax information as regards the latter of the two consecutive financial years in each of which the consolidated revenue on their balance sheet date exceeded a total of EUR 750 000 000.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'Calculation of the top-up tax'},"Where the effective tax rate (ETR) for the entities in a particular jurisdiction is below 15%, the group must pay a top-up tax to bring its rate up to 15%. The ETR is calculated  as  the  ratio  of  the  aggregate  amount  of  covered taxes  paid  in  a  jurisdiction  to  the  aggregate  amount  of qualifying  income  in  each  jurisdiction.  The  amount  of qualifying income is based on consolidated accounting results, as a starting point, with specific GloBE adjustments (e.g. exclusion of dividends from certain portfolios, timing differences, exclusion of shipping income). In the application of a substance-based carve-out, the calculation of qualifying income is reduced by an amount equal  to  5%  of  the  value  of  tangible  assets  and  5%  of payroll that the group employs in the jurisdiction (with a 10-year transitory regime with increased carve-out percentages). The amount of covered taxes does not include indirect taxes, payroll and property taxes. It is calculated from the accounting tax expense with specific GloBE adjustments.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'art_5'},Undertakings shall apply this Regulation to reports on income tax information for the financial years starting on or after 1 January 2025.,"An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'art_4'},"1.   When drawing up the report on income tax information, undertakings shall ensure the following:(a)the use of the XHTML format and the embedding of markups using the Inline XBRL specifications, in accordance with the applicable XBRL specifications set out in Annex II;(b)the mark-up of disclosures of information using the core taxonomy with the elements listed in Table 2 of Annex IV, in accordance with the marking up and filing requirements set out in Annex III.2.   Without prejudice to the obligations in paragraph 1, point (b), of this Article, undertakings may mark up disclosures of information using the core taxonomy with the elements listed in Table 3 of Annex IV.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_2'},"In accordance with Article 48b(3), undertakings or their affiliated undertakings that disclose certain reports in accordance with Article 89 of Directive 2013/36/EU of the European Parliament and of the Council(2), are not covered by the obligation in Article 48b(1) of Directive 2013/34/EU.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': '3.5. Misuse of shell entities'},"The Commission, as part of its business tax agenda for the 21st century for 2021-2023 (COM(2021) 251 final), launched an initiative to tackle the abusive use of shell companies to ensure that legal entities without a substantial business presence do not benefit from tax advantages. The Commission issued a proposal for a Council directive  on  22  December  2021  ('ATAD  3')  and  opened  a feedback period which ran from 23 December 2021 to 6 April 2022. Through the use of objective indicators related to income, personnel and premises, the proposed directive aims to establish transparency standards in relation to the use of shell entities, in order to allow tax authorities to detect and prevent misuse of such entities for tax purposes and deny them certain tax benefits. As an advisory body in this procedure, the European Parliament  adopted  its  report  on  ATAD  3  proposal  on  17 January 2023 (COM(2021)0565 C9-0041/2022 -2021/0434(CNS))). The report is not legally binding for the ECOFIN but it should be taken into account while discussing and voting on the proposal.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_11'},"Pursuant to Article 48b(5) of Directive 2013/34/EU, certain branches opened in a Member State by undertakings that are not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking referred to in Article 48b(5), sixth subparagraph, point (a) of that Directive, as regards the latter of the last two consecutive financial years. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also to be required to draw up, publish and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available. When drawing up such reports and statements, those branches should not be covered by the obligation to use the common template and electronic reporting format set out in this Regulation.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_8'},"Undertakings may draw up the report so that the information required is reported on the basis of the reporting instructions for tax purposes referred to in Section III, Parts B and C, of Annex III to Council Directive 2011/16/EU(5). In such a case, undertakings should ensure that the reporting instructions are consistently applied to all the information in the report. The reporting template should allow each undertaking to specify whether the report has been prepared on the basis of the reporting instructions referred to in Section III, Parts B and C, of Annex III to Council Directive 2011/16/EU.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': '3.6. Minimum Taxation Directive'},"EU  Member  States  approved  the  Minimum  Taxation Directive (2022/2523) on 15 December 2022 to implement  the  OECD  Pillar  Two  Global  Anti-Base  Erosion (GloBE)  rules.  The  Minimum  Taxation  Directive  was published in the Official Journal of the European Union on  22  December  2022  (ST/8778/2022/INIT,  OJ  L328 (2022)). The  Minimum  Taxation  Directive  aims  to  ensure  that large groups in the European Union pay a minimum tax rate in every jurisdiction in which they operate. It provides for a minimum effective tax rate of 15% for domestic  and  international  groups  with  a  consolidated  group revenue of more than EUR 750 million a year during two of  the  last  four  tax  periods,  and  with  either  a  parent company or a subsidiary situated in an EU Member State. If the group is not taxed at such a minimum effective rate on a jurisdictional basis, a top-up tax is triggered to reach the 15% minimum effective tax rate.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_4'},"The common template provided for in this Regulation should facilitate the presentation of information to be disclosed in the report on income tax information pursuant to Article 48c, paragraphs 2 and 3 of Directive 2013/34/EU. In designing the template and reporting formats, progress in the area of digitisation and accessibility of information published by undertakings has been considered.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'Preface'},"IBFD is pleased to present the thirty-fifth edition of the European Tax Handbook . The 2024 European Tax Handbook covers surveys on 49 countries and jurisdictions. All information on the European tax systems has been updated to reflect, as much as possible, the laws applicable in 2024. As before, the European Tax Handbook includes in addition to the country level surveys, a chapter on EU Direct Taxation  (together  with  the  most  important  tax  directives),  as  well  as  descriptions  of  seven  of  the  most important Swiss cantons, i.e. Basel-Stadt, Bern, Geneva, Schwyz, Vaud, Zug and Zurich. All the country chapters of this book are also available in the online collection Country Surveys of the IBFD Tax Research Platform, which contains descriptions of the tax systems  of  53  European  countries  and,  in  addition, descriptions of the tax systems of all 26 Swiss cantons. The online title is European Tax Explorer (Plus) . It also includes the texts of income tax treaties concluded by all European countries. The online collection Country Surveys has quarterly updates; the chapters are revised as new information becomes available. More  comprehensive  coverage  of  the  majority  of  the jurisdictions can be found  in the online collection Country Analyses. A combination of Country Surveys, Country  Analyses  and  the  texts  of  income  tax  treaties concluded  by  countries  worldwide  is  offered  via  the online title Global Tax Explorer Plus and regional subsets of this title on Africa, Asia-Pacific, Europe,  Latin America and the Caribbean, and the Middle East. Countries  in  North  America  can  easily  be  ordered  via  the online title Tax Explorer - Country Select , which enables you to choose the exact countries for which you need coverage on the essentials on international tax. It also offers the  possibility  to  extend  this  with  the  very  detailed Country Analyses on major economies like Canada and the United States. For  the  latest  tax  developments,  see  IBFD's  daily Tax News Service online. More information about IBFD, its various activities and products is available at www.ibfd.org. The Editors April 2024","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_12'},"Pursuant to Article 48g of Directive 2013/34/EU, Member States are to ensure that that Directive’s requirements to report on income tax information apply, at the latest, from the commencement date of the first financial year starting on or after 22 June 2024. In order to provide enough time for undertakings to implement the common template and electronic reporting formats referred to in Article 48c(4) of Directive 2013/34/EU and laid down in this Regulation, a transition period is necessary.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'art_3'},Undertakings shall ensure that the visual presentation and content of the report on income tax information comply with the specifications provided for in Annex I.,"An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_10'},"Pursuant to Article 48b(4) of Directive 2013/34/EU, certain medium-sized and large subsidiary undertakings that are governed by the national laws of a Member State and which are controlled by an ultimate parent undertaking that is not governed by the law of a Member State, where the consolidated revenue on its balance sheet date exceeded for each of the last two consecutive financial years a total of EUR 750 000 000, are required to publish and make accessible a report on income tax information concerning that ultimate parent undertaking as regards the latter of those two consecutive financial years. If the ultimate parent undertaking does not provide all the required information, those subsidiaries are also required to draw up, publish and make accessible a statement indicating that their ultimate parent undertaking did not make the necessary information available. When drawing up such reports and statements, those subsidiaries should not be covered by the obligation to use the common template and electronic reporting format set out in this Regulation.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:30:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'art_2'},"For the purposes of this Regulation, the following definitions shall apply: ‘report on income tax information’ means a report drawn up, published and made accessible pursuant to Article 48b(1) of Directive 2013/34/EU, and including the information referred to in Article 48c, paragraphs (2) and (3); ‘core taxonomy’ means the combined set of the taxonomy elements set out in table 2 of Annex IV and the following collection of links:(a)presentation linkbase, which groups the taxonomy elements;(b)calculation linkbase, which expresses arithmetic relationships between taxonomy elements;(c)label linkbase, which describes the meaning of each taxonomy element;(d)definition linkbase, which reflects dimensional relationships of the core taxonomy elements;‘XHTML format’ means a standard type of format in Hyper Text Markup Language (HTML) complying with the Extensible Hyper Text Markup Language (XHTML);‘Inline XBRL’ means a specification of the eXtensible Business Reporting Language (XBRL) standard developed by XBRL International.","An undertaking is required to report income tax information if its consolidated revenue on the balance sheet date exceeded a total of EUR 750 million in each of the latter two consecutive financial years.

Sources: pretext_1, pretext_10, 3.6. Minimum Taxation Directive"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_2'},"In accordance with Article 48b(3), undertakings or their affiliated undertakings that disclose certain reports in accordance with Article 89 of Directive 2013/36/EU of the European Parliament and of the Council(2), are not covered by the obligation in Article 48b(1) of Directive 2013/34/EU.","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'Qualifying shareholding'},"A qualifying parent-subsidiary relationship exists if the parent company holds at least 10% of the issued shares of the subsidiary. Member States are allowed to replace, by means of bilateral agreement, this criterion by that of a holding of voting rights. Additionally, Member States are also permitted to require a minimum holding period not exceeding 2 years, but they are not allowed to require that the minimum holding period has already come to an end at the time when the profit distribution is made see Denkavit I (Case C-283/94). Member States are free to define procedures under their own national law to assure that the 2-year holding period is met.","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'art_3'},Undertakings shall ensure that the visual presentation and content of the report on income tax information comply with the specifications provided for in Annex I.,"Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'Branch of activity'},"A branch of activity is defined as all the assets and liabilities of a division of a company which from an organizational point of view constitute an independent business, i.e. an entity capable of functioning by its own means. The  independent  operation  of  the  transferred  business must be determined primarily from a functional and only secondarily  from  a  financial  point  of  view.  The  assets transferred must be capable of operating as an independent  undertaking  without  requiring  additional  investment. The fact that a company receiving a transfer takes out a bank loan under normal market conditions cannot in itself mean that the transferred business is not independent, even if the loan is guaranteed by its shareholders. However,  if  the  financial  situation  of  the  receiving company as a whole would inevitably point to the conclusion that it would not be able to survive by its own means, the transferred business might not be regarded as independent. Such assessment as to whether or not a business is independent must be left to the national court, having regard to the particular circumstances of each case see Andersen og Jensen (Case C-43/00). As emphasized by the ECJ, the Directive does not grant EU Member States the discretion to introduce conditions beyond the ones outlined in the directive itself. Accordingly,  the  Merger  Directive  precludes  legislation  of  an EU Member State that makes the benefit of tax neutrality in case of a partial division subject to conditions (in the case at hand, e.g. reductions in the shareholding or share capital)  that  are  not  specified  in  the  Directive  ( see  GE Infrastructure Hungary Holding (Case C-318/22)).","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_10'},"Pursuant to Article 48b(4) of Directive 2013/34/EU, certain medium-sized and large subsidiary undertakings that are governed by the national laws of a Member State and which are controlled by an ultimate parent undertaking that is not governed by the law of a Member State, where the consolidated revenue on its balance sheet date exceeded for each of the last two consecutive financial years a total of EUR 750 000 000, are required to publish and make accessible a report on income tax information concerning that ultimate parent undertaking as regards the latter of those two consecutive financial years. If the ultimate parent undertaking does not provide all the required information, those subsidiaries are also required to draw up, publish and make accessible a statement indicating that their ultimate parent undertaking did not make the necessary information available. When drawing up such reports and statements, those subsidiaries should not be covered by the obligation to use the common template and electronic reporting format set out in this Regulation.","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'art_5'},Undertakings shall apply this Regulation to reports on income tax information for the financial years starting on or after 1 January 2025.,"Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'Anti-abuse'},The Parent-Subsidiary Directive (2011/96) has been amended by two directives to address double non-taxation concerns and abuse.,"Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_8'},"Undertakings may draw up the report so that the information required is reported on the basis of the reporting instructions for tax purposes referred to in Section III, Parts B and C, of Annex III to Council Directive 2011/16/EU(5). In such a case, undertakings should ensure that the reporting instructions are consistently applied to all the information in the report. The reporting template should allow each undertaking to specify whether the report has been prepared on the basis of the reporting instructions referred to in Section III, Parts B and C, of Annex III to Council Directive 2011/16/EU.","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': '2.1. European company'},"Under Council Regulation 2157/2001/EC of 8 October 2001 (SE Regulation), effective from 8 October 2004, it is possible to form an SE. The SE is intended to facilitate cooperation  within  the  European  Union  and  the  crossborder  reorganization  of  companies  within  the  EEA across the frontiers of Member States. The SE Regulation applies not only to Member States, but also to EEA states. The name of an SE must be preceded or followed by the abbreviation SE. Under the SE Regulation, an SE can be established by a merger, by the formation of a holding company or by the creation of a joint subsidiary. The minimum share capital is EUR 120,000. The SE Regulation does not contain provisions concerning groups of companies. An SE is resident in the Member State of its real seat, which is not necessarily the Member State of its statutory seat. For tax purposes, SEs are treated the same as public limited liability companies that are formed under the national laws of a Member State. Losses of an SE's foreign permanent establishment  can  be  offset  against  the  SE's  profits.  If, however, such a permanent establishment becomes profitable later, those profits may be taxed in the Member State of the SE up to the amount of losses previously deducted. The SE Regulation does not contain any provisions on the tax treatment of losses suffered by subsidiaries.","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': '3.5. Misuse of shell entities'},"The Commission, as part of its business tax agenda for the 21st century for 2021-2023 (COM(2021) 251 final), launched an initiative to tackle the abusive use of shell companies to ensure that legal entities without a substantial business presence do not benefit from tax advantages. The Commission issued a proposal for a Council directive  on  22  December  2021  ('ATAD  3')  and  opened  a feedback period which ran from 23 December 2021 to 6 April 2022. Through the use of objective indicators related to income, personnel and premises, the proposed directive aims to establish transparency standards in relation to the use of shell entities, in order to allow tax authorities to detect and prevent misuse of such entities for tax purposes and deny them certain tax benefits. As an advisory body in this procedure, the European Parliament  adopted  its  report  on  ATAD  3  proposal  on  17 January 2023 (COM(2021)0565 C9-0041/2022 -2021/0434(CNS))). The report is not legally binding for the ECOFIN but it should be taken into account while discussing and voting on the proposal.","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_9'},"An ultimate parent undertaking or standalone undertaking that is not governed by the law of a Member State and which makes accessible to the public a report in compliance with Article 48b(6) of Directive 2013/34/EU is not under an obligation to use the template and electronic formats set out in this Regulation. For the purposes of complying with Article 48b(6), an ultimate parent undertaking or standalone undertaking not governed by the law of a Member State should make its report accessible in a machine-readable format and identify therein a single subsidiary or branch governed by the law of a Member State that has published a report in that Member State. However, there is no impediment for an ultimate parent undertaking or standalone undertaking that is not governed by the law of a Member State and its identified single subsidiary or branch governed by the law of a Member State to draw up the report in accordance with the template and electronic formats laid down by this Regulation.","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_11'},"Pursuant to Article 48b(5) of Directive 2013/34/EU, certain branches opened in a Member State by undertakings that are not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking referred to in Article 48b(5), sixth subparagraph, point (a) of that Directive, as regards the latter of the last two consecutive financial years. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also to be required to draw up, publish and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available. When drawing up such reports and statements, those branches should not be covered by the obligation to use the common template and electronic reporting format set out in this Regulation.","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
2025-06-23 12:31:01,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'cit_1'},"Having regard to the Treaty on the Functioning of the European Union, Having regard to Directive 2013/34/EU of the European Parliament and of the Council of 26 June 2013 on the annual financial statements, consolidated financial statements and related reports of certain types of undertakings, amending Directive 2006/43/EC of the European Parliament and of the Council and repealing Council Directives 78/660/EEC and 83/349/EEC(1), and in particular Article 48c(4) thereof,","Yes, certain branches that are opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information. This concerns the ultimate parent undertaking or the standalone undertaking as regards the latter of the last two consecutive financial years. If the parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish and make accessible a statement indicating that the parent or standalone undertaking did not make the necessary information available.

Sources: pretext_11"
